student_id,name,age,gender,score,phone,city,email,date_of_join,course,attendance,status,gpa,remarks,money_spent,event_time,address_raw,hobbies,skills.tech.python,skills.tech.excel,skills.tech.sql,skills.soft,family.siblings,family.income.father,family.income.mother,device1_type,device1_brand,device1_year,device2_type,device2_brand,device2_year,addr_postal,addr_city,addr_district
231,Unknown,22,Unknown,0.0,+15042438948,Espinozamouth,ewilliams@turner-rhodes.org,1995-08-18 00:00:00,Unknown,0.0,inactive,0.0,excellent,70.0,1980-02-12 00:00:00,"685 Tiffany Island Apt. 341, Adamhaven",,,,,,,,,,,,,,,Unknown,Adamhaven,Unknown
232,Unknown,21,Unknown,0.0,+9475433841,Crystalmouth,Unknown,2024-12-12 01:37:12,Unknown,0.0,inactive,1.22,  excellent  ,226.0,1982-03-18 22:20:00,"7335 Alex Parks Apt. 827, Gordontown","['television', 'guess']",1.0,4.0,4.0,"['even', 'career']",5.0,1142.0,1384.0,laptop,Dell,2015.0,phone,Xiaomi,2022.0,Unknown,Gordontown,Unknown
233,Shannon Floyd ,18,Unknown,0.0,+4624275971,South Heather,ytran@knapp.org,2014-02-28 00:00:00,Unknown,0.0,inactive,0.0,excellent,28700.0,2001-06-14 22:43:00,"Port Bradleyfurt 3-kv, dom 15, Tashkent","['parent', 'might']",2.0,4.0,4.0,"['part', 'size']",2.0,759.0,1025.0,laptop,Lenovo,2021.0,phone,Xiaomi,2019.0,Unknown,Tashkent,Unknown
234,Kenneth Frye,19,Male,0.0,Unknown,North Juanborough,sydney04@keith-roberson.net,2021-01-27 00:00:00,Data Science,0.0,pending,1.08,  excellent  ,141.0,2019-12-02 00:00:00,"BROKEN,ADDRESS,DATA,,,","['nothing', 'senior']",5.0,5.0,3.0,"['area', 'standard']",2.0,1191.0,1458.0,laptop,Dell,2021.0,phone,Samsung,2023.0,Unknown,Unknown,Unknown
235,Unknown,21,Female,0.0,+7882441970,North Tracy,patriciajones@hancock.com,2015-10-29 00:00:00,Data Science,0.0,active,0.0,excellent,72.0,2007-07-09 00:00:00,"BROKEN,ADDRESS,DATA,,,",,,,,,,,,,,,,,,Unknown,Unknown,Unknown
236,Unknown,0,Male,0.0,+8150895710,Melindaport,Unknown,1991-10-25 21:50:00,Data Science,0.0,pending,0.0,good,154.0,1983-03-23 00:00:00,"2195 Hamilton Turnpike Apt. 662, Gutierrezchester","['society', 'kitchen']",1.0,1.0,1.0,"['trouble', 'perform']",3.0,1255.0,1029.0,laptop,HP,2020.0,phone,Xiaomi,2022.0,Unknown,Gutierrezchester,Unknown
237,Leonard Reyes ,19,Unknown,64.0,+0012574024229,South Lorrainetown,Unknown,1995-10-08 00:00:00,Unknown,0.0,active,0.0,None,277.0,1993-04-08 00:00:00,"BROKEN,ADDRESS,DATA,,,","['sense', 'create']",4.0,5.0,2.0,"['talk', 'phone']",3.0,1314.0,816.0,laptop,Lenovo,2020.0,phone,Apple,2018.0,Unknown,Unknown,Unknown
238,Unknown,21,Male,0.0,+5334043317,Lake Ryanhaven,Unknown,1997-05-18 03:49:00,Data Science,0.0,inactive,0.0,  excellent  ,123.0,1977-12-20 00:00:00,"Apartment 4, Riddleshire district, Tashkent, UZ, 100048","['hundred', 'music']",1.0,3.0,1.0,"['live', 'garden']",3.0,490.0,1088.0,laptop,HP,2015.0,phone,Samsung,2019.0,100048,Tashkent, Riddleshire district
239,Daniel King,0,Female,0.0,+0012014518492,Russellmouth,Unknown,,Python,0.0,inactive,0.0,  excellent  ,174.0,1981-10-05 00:00:00,"BROKEN,ADDRESS,DATA,,,","['cold', 'deep']",4.0,3.0,5.0,"['term', 'light']",1.0,1398.0,576.0,laptop,HP,2015.0,phone,Apple,2023.0,Unknown,Unknown,Unknown
240,Claire Smith,20,Unknown,62.0,Unknown,Leebury,Unknown,2003-10-17 10:01:07,Data Science,0.0,active,0.0,None,25000.0,2009-12-28 21:57:36,"BROKEN,ADDRESS,DATA,,,","['close', 'ground']",4.0,1.0,1.0,"['life', 'only']",4.0,1231.0,1351.0,laptop,Lenovo,2021.0,phone,Xiaomi,2019.0,Unknown,Unknown,Unknown
241,David Grimes ,0,Male,65.0,+3824745618,East Nancymouth,ckoch@gmail.com,,Unknown,0.0,active,3.11,good,120.0,,"Apartment 24, East Pamelafurt district, Tashkent, UZ, 100917","['mean', 'that']",5.0,3.0,4.0,"['though', 'less']",2.0,1115.0,1223.0,laptop,Dell,2021.0,phone,Xiaomi,2020.0,100917,Tashkent, East Pamelafurt district
242,Unknown,19,Female,76.0,+1322439130,Port Lauren,Unknown,,Data Science,0.0,inactive,0.0,good,162.0,1993-03-10 00:00:00,"BROKEN,ADDRESS,DATA,,,","['evidence', 'tonight']",1.0,5.0,1.0,"['dream', 'each']",2.0,1337.0,794.0,laptop,HP,2020.0,phone,Xiaomi,2018.0,Unknown,Unknown,Unknown
243,Barbara Richardson,22,Unknown,0.0,+7248233305,North James,Unknown,1994-06-08 00:00:00,Unknown,0.0,pending,0.0,excellent,106.0,1982-10-15 06:48:59,"Apartment 38, Lake Amychester district, Tashkent, UZ, 100854","['its', 'join']",1.0,4.0,4.0,"['among', 'list']",0.0,833.0,904.0,laptop,Lenovo,2020.0,phone,Samsung,2018.0,100854,Tashkent, Lake Amychester district
244,Unknown,18,Female,0.0,+4341059394,Kevinland,Unknown,,Unknown,0.0,inactive,0.0,good,299.0,2019-12-05 10:39:00,"55355 Lucero Manors Suite 542, East Michaelhaven","['moment', 'always']",5.0,3.0,2.0,"['do', 'question']",0.0,667.0,969.0,laptop,HP,2024.0,phone,Apple,2021.0,55355,East Michaelhaven,Unknown
245,Linda Castro ,19,Female,0.0,+11491240868,North Amanda,Unknown,,Data Science,84.0,pending,0.0,None,231.0,1997-09-30 06:56:34,"Apartment 35, West Ericborough district, Tashkent, UZ, 100678","['least', 'environment']",3.0,2.0,4.0,"['course', 'hear']",0.0,1496.0,514.0,laptop,Lenovo,2020.0,phone,Samsung,2019.0,100678,Tashkent, West Ericborough district
246,Unknown,20,Unknown,73.0,+9210678157,Lisatown,Unknown,2007-11-13 00:00:00,Unknown,93.0,inactive,0.0,average,179.0,,"Johntown 7-kv, dom 50, Tashkent","['final', 'young']",4.0,2.0,1.0,"['show', 'matter']",5.0,220.0,1384.0,laptop,Lenovo,2017.0,phone,Samsung,2021.0,Unknown,Tashkent,Unknown
247,Unknown,21,Unknown,57.0,+4747334676,West Margaret,Unknown,,Data Science,0.0,pending,0.0,  excellent  ,195.0,1982-10-12 00:00:00,"Allisonfurt 7-kv, dom 13, Tashkent","['book', 'wind']",5.0,4.0,3.0,"['natural', 'general']",5.0,1218.0,434.0,laptop,HP,2019.0,phone,Samsung,2018.0,Unknown,Tashkent,Unknown
248,Eddie Ross,22,Female,0.0,+19848049442,Hallburgh,Unknown,1972-12-05 00:00:00,Unknown,0.0,inactive,0.0,  excellent  ,7000.0,1993-11-12 00:00:00,"Joseborough 23-kv, dom 30, Tashkent","['threat', 'usually']",5.0,5.0,4.0,"['offer', 'grow']",0.0,965.0,1315.0,laptop,Lenovo,2020.0,phone,Samsung,2024.0,Unknown,Tashkent,Unknown
249,Timothy Mcdonald ,22,Unknown,0.0,+8769186415,East Ashleyland,david26@hotmail.com,1985-06-09 18:30:20,Unknown,0.0,active,2.62,  excellent  ,74.0,2022-07-19 00:00:00,"East Taylor 8-kv, dom 23, Tashkent",,,,,,,,,,,,,,,Unknown,Tashkent,Unknown
250,Cassie Roberts,18,Male,0.0,Unknown,South Stanley,lgarcia@hotmail.com,2024-09-14 00:00:00,Python,0.0,pending,0.0,excellent,100.0,1977-06-21 00:00:00,UZ 100410 Tashkent Adkinsborough,,,,,,,,,,,,,,,100410,Unknown,Unknown
251,Unknown,21,Unknown,0.0,+0398275197,Gutierrezport,Unknown,1970-11-12 20:17:17,Unknown,68.0,active,0.0,None,193.0,2010-10-17 00:00:00,"87498 Haynes Wall Suite 838, South Rachel","['about', 'ball']",4.0,2.0,4.0,"['strategy', 'country']",0.0,760.0,239.0,laptop,Lenovo,2017.0,phone,Apple,2021.0,87498,South Rachel,Unknown
252,Unknown,0,Unknown,0.0,+7089535365,Danielsport,Unknown,2001-04-19 00:00:00,Data Science,0.0,inactive,0.0,  excellent  ,174.0,2025-05-30 00:00:00,"Apartment 25, New John district, Tashkent, UZ, 100658",,,,,,,,,,,,,,,100658,Tashkent, New John district
253,Jeffrey White ,21,Unknown,0.0,+5374207791,Moraport,Unknown,2014-01-23 13:27:35,Unknown,82.0,inactive,0.0,  excellent  ,233.0,1970-12-03 00:00:00,"BROKEN,ADDRESS,DATA,,,","['follow', 'job']",4.0,3.0,3.0,"['international', 'this']",2.0,1229.0,429.0,laptop,Lenovo,2020.0,phone,Apple,2019.0,Unknown,Unknown,Unknown
254,William Washington ,0,Unknown,0.0,+9150561418,West Alison,nicholashoward@arellano-hart.com,,Data Science,0.0,inactive,3.02,  excellent  ,75.0,2022-05-17 00:00:00,"Andersonland 15-kv, dom 10, Tashkent","['read', 'leg']",3.0,1.0,1.0,"['run', 'sister']",3.0,952.0,643.0,laptop,HP,2020.0,phone,Apple,2024.0,Unknown,Tashkent,Unknown
255,Unknown,22,Female,99.0,Unknown,Amandabury,Unknown,,Unknown,0.0,pending,0.0,average,156.0,,"BROKEN,ADDRESS,DATA,,,",,,,,,,,,,,,,,,Unknown,Unknown,Unknown
256,Ann Burns,22,Unknown,100.0,Unknown,Lake Ashley,Unknown,2006-05-27 00:00:00,Unknown,0.0,active,0.0,  excellent  ,227.0,2019-08-14 00:00:00,"BROKEN,ADDRESS,DATA,,,","['about', 'city']",2.0,4.0,1.0,"['that', 'walk']",3.0,282.0,1017.0,laptop,Lenovo,2016.0,phone,Xiaomi,2018.0,Unknown,Unknown,Unknown
257,Unknown,20,Female,77.0,+12873288674,North Chelseaview,Unknown,1984-07-07 22:59:00,Python,0.0,inactive,1.27,average,18100.0,1984-02-20 00:00:00,"Apartment 27, New Mark district, Tashkent, UZ, 100999",,,,,,,,,,,,,,,100999,Tashkent, New Mark district
258,Mrs. Dana Cole,0,Female,0.0,+11825942720,Andersonville,Unknown,2022-05-24 00:00:00,Data Science,0.0,active,0.0,average,12600.0,2023-03-11 00:00:00,"Johnview 8-kv, dom 27, Tashkent","['me', 'sister']",2.0,1.0,5.0,"['yes', 'available']",4.0,340.0,633.0,laptop,HP,2021.0,phone,Samsung,2022.0,Unknown,Tashkent,Unknown
259,Dean Lozano ,20,Female,0.0,Unknown,Brandonfurt,Unknown,1974-11-27 05:57:07,Python,0.0,pending,0.0,good,216.0,1972-03-07 06:41:17,"BROKEN,ADDRESS,DATA,,,","['this', 'trouble']",2.0,2.0,3.0,"['face', 'response']",5.0,1300.0,1048.0,laptop,HP,2019.0,phone,Apple,2020.0,Unknown,Unknown,Unknown
260,Tyler Mueller,0,Female,61.0,Unknown,Port Jeffreyside,Unknown,,Unknown,0.0,inactive,0.0,excellent,124.0,1995-04-08 00:00:00,"Apartment 43, Sarahstad district, Tashkent, UZ, 100781",,,,,,,,,,,,,,,100781,Tashkent, Sarahstad district
261,Charles Smith ,20,Unknown,89.0,+7374078314,Lake Josephtown,xthomas@lambert-collins.com,1984-12-16 11:44:14,Unknown,86.0,inactive,0.0,average,152.0,2002-01-01 00:00:00,UZ 100304 Tashkent Jonesfurt,"['anyone', 'bed']",1.0,3.0,4.0,"['would', 'after']",2.0,518.0,607.0,laptop,HP,2015.0,phone,Samsung,2020.0,100304,Unknown,Unknown
262,Michele Johnson ,18,Female,76.0,+0013707685363,Hillchester,Unknown,,Data Science,97.0,active,0.0,good,194.0,1989-07-12 03:27:46,"North Alicia 20-kv, dom 35, Tashkent","['firm', 'everybody']",4.0,3.0,3.0,"['say', 'do']",1.0,1464.0,1493.0,laptop,HP,2017.0,phone,Xiaomi,2024.0,Unknown,Tashkent,Unknown
263,Unknown,21,Female,65.0,+16421921575,Kellyborough,zjohnson@miller-weaver.net,2002-08-30 15:04:12,Unknown,0.0,inactive,0.0,average,220.0,1995-09-08 00:00:00,"BROKEN,ADDRESS,DATA,,,","['third', 'prepare']",4.0,4.0,3.0,"['successful', 'product']",2.0,913.0,1267.0,laptop,HP,2019.0,phone,Samsung,2024.0,Unknown,Unknown,Unknown
264,James Griffin ,0,Unknown,0.0,+6359140072,West Marieland,Unknown,1989-05-11 00:00:00,Data Science,92.0,active,4.46,None,219.0,2018-01-14 08:03:10,"Apartment 29, North Tyroneville district, Tashkent, UZ, 100883","['green', 'box']",2.0,1.0,2.0,"['society', 'next']",3.0,1161.0,228.0,laptop,HP,2024.0,phone,Samsung,2024.0,100883,Tashkent, North Tyroneville district
265,Justin Arnold,18,Female,81.0,+7128353547,West Victoriastad,Unknown,1972-03-11 00:00:00,Unknown,0.0,inactive,0.0,excellent,92.0,2000-11-24 00:00:00,UZ 100588 Tashkent West Elizabeth,"['maintain', 'hard']",1.0,1.0,2.0,"['common', 'resource']",3.0,422.0,1398.0,laptop,Lenovo,2016.0,phone,Xiaomi,2022.0,100588,Unknown,Unknown
266,Unknown,19,Female,0.0,+1748502428,Jamesburgh,Unknown,1999-03-19 00:00:00,Data Science,0.0,pending,0.0,average,195.0,2017-02-10 08:53:00,"Apartment 17, North Raymond district, Tashkent, UZ, 100376","['guy', 'test']",3.0,4.0,5.0,"['trade', 'least']",5.0,1310.0,604.0,laptop,Dell,2015.0,phone,Xiaomi,2023.0,100376,Tashkent, North Raymond district
267,Unknown,21,Male,0.0,Unknown,Josephbury,marcus14@thomas-wong.biz,,Unknown,0.0,active,0.0,excellent,203.0,2018-03-23 00:00:00,"63287 Donna Walk, Savageborough","['week', 'group']",2.0,3.0,5.0,"['form', 'mean']",3.0,335.0,1183.0,laptop,Lenovo,2022.0,phone,Apple,2019.0,63287,Savageborough,Unknown
268,Adam Bowman,20,Female,90.0,Unknown,North Brentport,Unknown,,Unknown,84.0,inactive,0.0,average,239.0,,"Apartment 20, Lake Stacy district, Tashkent, UZ, 100919",,,,,,,,,,,,,,,100919,Tashkent, Lake Stacy district
269,Unknown,19,Female,0.0,+4859449082,Lake Amberstad,Unknown,2023-11-03 06:30:07,Data Science,0.0,inactive,0.0,None,128.0,,"42654 Obrien Stream Apt. 484, North Ianberg","['why', 'up']",1.0,3.0,4.0,"['several', 'consider']",5.0,280.0,1029.0,laptop,Lenovo,2016.0,phone,Samsung,2022.0,42654,North Ianberg,Unknown
270,Unknown,0,Unknown,96.0,Unknown,Patrickhaven,Unknown,,Data Science,0.0,active,0.0,average,216.0,1986-04-14 20:33:44,"0553 Joseph Crest, Port Stephenchester","['watch', 'step']",1.0,3.0,2.0,"['idea', 'cut']",2.0,618.0,407.0,laptop,Dell,2015.0,phone,Samsung,2020.0,Unknown,Port Stephenchester,Unknown
271,Unknown,0,Female,0.0,+2679176512,Rachelstad,Unknown,1991-11-03 00:00:00,Unknown,0.0,active,0.0,excellent,227.0,1988-04-19 11:33:00,UZ 100416 Tashkent Lake John,"['word', 'move']",2.0,5.0,2.0,"['coach', 'decision']",4.0,1043.0,1206.0,laptop,Dell,2015.0,phone,Xiaomi,2023.0,100416,Unknown,Unknown
272,Unknown,20,Female,73.0,+1407992436,Davidside,pricesamuel@young.com,2010-08-23 18:40:24,Data Science,0.0,inactive,0.0,good,23400.0,2009-02-28 00:00:00,"Apartment 20, Rileyside district, Tashkent, UZ, 100580","['anything', 'hospital']",3.0,1.0,1.0,"['age', 'police']",5.0,586.0,1160.0,laptop,HP,2024.0,phone,Apple,2018.0,100580,Tashkent, Rileyside district
273,Unknown,0,Unknown,0.0,Unknown,Rayfurt,Unknown,1982-01-08 00:00:00,Unknown,93.0,inactive,3.51,average,214.0,,"2917 Connie Motorway, West Jamie",,,,,,,,,,,,,,,Unknown,West Jamie,Unknown
274,April Sharp,20,Male,79.0,+1321497176,Guzmanbury,Unknown,2007-01-26 08:08:12,Unknown,0.0,active,4.24,average,127.0,1977-10-29 00:00:00,"BROKEN,ADDRESS,DATA,,,",,,,,,,,,,,,,,,Unknown,Unknown,Unknown
275,Jessica Leon,20,Female,78.0,+7129219367,West Toddside,Unknown,1973-01-13 00:00:00,Data Science,0.0,inactive,1.35,average,85.0,1971-12-26 00:00:00,"BROKEN,ADDRESS,DATA,,,","['group', 'great']",1.0,2.0,1.0,"['may', 'suddenly']",3.0,850.0,388.0,laptop,Dell,2019.0,phone,Xiaomi,2024.0,Unknown,Unknown,Unknown
276,Christopher Cruz ,20,Female,77.0,Unknown,Obrienshire,Unknown,,Unknown,0.0,active,2.66,excellent,135.0,1987-05-27 00:00:00,UZ 100679 Tashkent Maryport,"['television', 'serve']",5.0,2.0,5.0,"['find', 'kind']",2.0,612.0,1374.0,laptop,HP,2019.0,phone,Samsung,2018.0,100679,Unknown,Unknown
277,Hunter Smith ,19,Male,0.0,+11318767285,Robinsonton,Unknown,2007-04-03 20:56:59,Python,0.0,active,0.0,  excellent  ,299.0,1974-06-11 00:00:00,"Apartment 8, Ashleyborough district, Tashkent, UZ, 100060","['those', 'partner']",5.0,4.0,4.0,"['which', 'actually']",3.0,1415.0,828.0,laptop,HP,2016.0,phone,Apple,2018.0,100060,Tashkent, Ashleyborough district
278,Tracy Martin,21,Unknown,86.0,+4850348428,Lake Hunter,Unknown,2001-12-01 18:40:00,Unknown,0.0,inactive,0.0,  excellent  ,100.0,1971-04-21 00:00:00,"4741 Phillips Course Apt. 019, Lake Theresafurt",,,,,,,,,,,,,,,Unknown,Lake Theresafurt,Unknown
279,Erica Myers,18,Unknown,85.0,Unknown,West Olivia,Unknown,1983-03-18 00:00:00,Data Science,0.0,inactive,0.0,None,14000.0,1993-10-30 00:00:00,"BROKEN,ADDRESS,DATA,,,","['support', 'support']",3.0,5.0,5.0,"['end', 'collection']",0.0,1095.0,1133.0,laptop,Dell,2024.0,phone,Apple,2020.0,Unknown,Unknown,Unknown
280,Audrey Moran ,0,Unknown,88.0,Unknown,West Shawnabury,Unknown,1994-03-14 00:00:00,Unknown,0.0,pending,0.0,good,218.0,1975-12-08 00:00:00,"BROKEN,ADDRESS,DATA,,,","['exist', 'politics']",3.0,1.0,3.0,"['conference', 'commercial']",4.0,1499.0,861.0,laptop,Lenovo,2022.0,phone,Samsung,2024.0,Unknown,Unknown,Unknown
281,Unknown,18,Female,94.0,Unknown,Brittneyburgh,dgreen@henry-marshall.com,,Unknown,72.0,pending,1.52,  excellent  ,69.0,1992-08-16 19:39:00,"BROKEN,ADDRESS,DATA,,,",,,,,,,,,,,,,,,Unknown,Unknown,Unknown
282,Unknown,20,Female,0.0,Unknown,Marciastad,Unknown,,Unknown,0.0,active,0.0,  excellent  ,148.0,2014-09-06 00:00:00,"BROKEN,ADDRESS,DATA,,,",,,,,,,,,,,,,,,Unknown,Unknown,Unknown
283,William Torres ,21,Female,0.0,+5622705245,Suzanneland,khantricia@swanson.com,1977-12-04 00:00:00,Data Science,0.0,pending,0.0,None,53.0,1993-12-20 16:18:00,"978 Allison Loop Apt. 882, Whitemouth","['specific', 'me']",3.0,2.0,4.0,"['hand', 'room']",5.0,709.0,1412.0,laptop,HP,2023.0,phone,Apple,2019.0,Unknown,Whitemouth,Unknown
284,Vicki Morales,21,Unknown,0.0,Unknown,North Jacqueline,harveydaniel@grimes.com,2014-08-11 06:04:00,Data Science,0.0,inactive,0.0,excellent,216.0,2007-05-22 00:00:00,"BROKEN,ADDRESS,DATA,,,",,,,,,,,,,,,,,,Unknown,Unknown,Unknown
285,Laura Bates ,21,Female,86.0,Unknown,Michaelfurt,Unknown,,Unknown,0.0,active,0.0,good,85.0,1986-05-17 19:24:00,"South David 8-kv, dom 24, Tashkent",,,,,,,,,,,,,,,Unknown,Tashkent,Unknown
286,Vincent Huffman ,20,Female,83.0,+13233128254,Lake Robin,Unknown,1972-06-07 00:00:00,Data Science,0.0,active,2.15,excellent,21800.0,1992-12-30 00:00:00,UZ 100578 Tashkent New Davidmouth,,,,,,,,,,,,,,,100578,Unknown,Unknown
287,Jeffrey Lowe,19,Female,90.0,+16190965066,North Erikbury,qparker@hotmail.com,1983-12-25 05:25:00,Data Science,0.0,inactive,3.91,None,212.0,1970-06-14 00:00:00,"Curryhaven 5-kv, dom 5, Tashkent","['candidate', 'rate']",5.0,4.0,1.0,"['information', 'available']",3.0,567.0,233.0,laptop,Dell,2020.0,phone,Apple,2021.0,Unknown,Tashkent,Unknown
288,Hannah Roberts,0,Male,0.0,+19909842557,West Virginia,wrightalexis@lopez.biz,1970-02-27 00:00:00,Unknown,0.0,pending,0.0,  excellent  ,5800.0,,"86909 Nguyen Views, Hernandezchester",,,,,,,,,,,,,,,86909,Hernandezchester,Unknown
289,Joshua Guerrero ,19,Unknown,0.0,+7972795514,Watersberg,Unknown,2007-03-04 00:00:00,Data Science,0.0,inactive,0.0,  excellent  ,261.0,,UZ 100382 Tashkent Morenoview,,,,,,,,,,,,,,,100382,Unknown,Unknown
290,Unknown,18,Unknown,0.0,Unknown,West Richardbury,Unknown,1972-02-16 11:00:00,Unknown,0.0,pending,0.0,good,283.0,,"96315 Annette Rest, Port Charlesport","['nation', 'right']",4.0,5.0,2.0,"['artist', 'process']",3.0,1367.0,1013.0,laptop,Dell,2022.0,phone,Samsung,2022.0,96315,Port Charlesport,Unknown
291,Dennis Bishop ,20,Unknown,0.0,+0010545481713,South Sandra,Unknown,,Data Science,0.0,active,0.0,None,237.0,2006-01-26 00:00:00,"Apartment 35, Huffburgh district, Tashkent, UZ, 100573","['various', 'value']",3.0,1.0,3.0,"['myself', 'seven']",5.0,906.0,1438.0,laptop,HP,2022.0,phone,Xiaomi,2020.0,100573,Tashkent, Huffburgh district
292,Lynn Gordon,21,Female,0.0,+1574686959,Johnsonchester,henry44@craig.com,1974-10-28 00:11:00,Unknown,0.0,inactive,0.0,excellent,10500.0,2022-11-23 00:00:00,"Port Karenborough 15-kv, dom 2, Tashkent",,,,,,,,,,,,,,,Unknown,Tashkent,Unknown
293,Unknown,0,Male,59.0,+0015217567290,North Vanessaberg,Unknown,2020-06-02 06:08:23,Data Science,0.0,inactive,0.0,average,114.0,2009-08-04 00:00:00,"West Josephville 28-kv, dom 45, Tashkent","['floor', 'notice']",2.0,3.0,5.0,"['sign', 'throughout']",2.0,486.0,1054.0,laptop,Lenovo,2017.0,phone,Xiaomi,2018.0,Unknown,Tashkent,Unknown
294,Wendy Dunn ,0,Female,0.0,Unknown,Stewarttown,Unknown,1986-05-29 00:00:00,Unknown,0.0,active,0.0,good,17600.0,2022-09-16 05:31:23,UZ 100431 Tashkent Garciafort,"['make', 'area']",1.0,3.0,5.0,"['produce', 'page']",3.0,1047.0,811.0,laptop,Dell,2021.0,phone,Apple,2020.0,100431,Unknown,Unknown
295,Elizabeth Nelson ,0,Female,84.0,Unknown,West Kenneth,Unknown,1986-11-02 00:00:00,Unknown,0.0,inactive,0.0,  excellent  ,151.0,2010-07-21 00:00:00,"Apartment 31, Lake Karen district, Tashkent, UZ, 100697",,,,,,,,,,,,,,,100697,Tashkent, Lake Karen district
296,Unknown,19,Female,0.0,+9429934964,East Robinstad,Unknown,,Python,0.0,pending,0.0,None,284.0,1980-03-07 15:28:05,"36436 Gamble Freeway Suite 098, Jeanstad","['anything', 'long']",5.0,1.0,3.0,"['field', 'fast']",2.0,1303.0,1219.0,laptop,Lenovo,2021.0,phone,Apple,2024.0,36436,Jeanstad,Unknown
297,Tiffany Reyes,18,Male,91.0,+8999918816,South Pamela,sanchezkevin@yahoo.com,1975-09-06 21:44:00,Unknown,0.0,inactive,0.0,good,111.0,1970-12-04 00:00:00,"BROKEN,ADDRESS,DATA,,,","['half', 'wind']",5.0,1.0,3.0,"['create', 'word']",3.0,524.0,1494.0,laptop,Dell,2023.0,phone,Apple,2019.0,Unknown,Unknown,Unknown
298,Unknown,18,Male,78.0,Unknown,Port Hayleyport,Unknown,2019-06-20 00:00:00,Data Science,76.0,active,0.0,good,219.0,2022-04-19 00:00:00,"5327 Anthony Rest, Russellfort",,,,,,,,,,,,,,,Unknown,Russellfort,Unknown
299,Vincent Collins ,18,Male,0.0,+1439550610,West Jamie,Unknown,1999-03-25 00:00:00,Unknown,0.0,pending,0.0,average,20600.0,,"780 William Summit Apt. 320, Shawnstad","['million', 'over']",2.0,1.0,1.0,"['stop', 'enough']",5.0,1419.0,1065.0,laptop,Dell,2023.0,phone,Samsung,2024.0,Unknown,Shawnstad,Unknown
300,Jared Mckinney,18,Unknown,0.0,+0015136377267,Jacksonbury,elizabeth02@hotmail.com,1973-09-09 00:00:00,Data Science,0.0,inactive,0.0,None,258.0,2021-02-09 00:00:00,"Apartment 19, North Teresaberg district, Tashkent, UZ, 100009","['finish', 'age']",3.0,1.0,4.0,"['win', 'fall']",4.0,1342.0,1266.0,laptop,HP,2017.0,phone,Samsung,2021.0,100009,Tashkent, North Teresaberg district
301,Andrew Andrews ,18,Male,74.0,Unknown,Aprilberg,gcastillo@bishop.info,1995-05-03 21:16:50,Unknown,0.0,pending,0.0,None,244.0,1981-04-20 15:02:00,"410 Baker Cliffs, South Ian","['remain', 'management']",2.0,3.0,3.0,"['analysis', 'respond']",0.0,642.0,773.0,laptop,Lenovo,2024.0,phone,Samsung,2018.0,Unknown,South Ian,Unknown
302,Leah Taylor,18,Unknown,94.0,Unknown,Richardmouth,Unknown,1986-09-17 03:10:31,Unknown,0.0,active,0.0,  excellent  ,121.0,2009-04-05 17:03:17,"Apartment 50, Johnsonfurt district, Tashkent, UZ, 100029",,,,,,,,,,,,,,,100029,Tashkent, Johnsonfurt district
303,Lawrence Smith,0,Unknown,0.0,+0042888164,South Erinville,Unknown,2007-07-07 00:00:00,Unknown,0.0,active,0.0,good,9400.0,1974-04-22 00:00:00,"663 Cook Lodge Apt. 565, Yustad","['part', 'according']",4.0,4.0,3.0,"['continue', 'modern']",3.0,1134.0,809.0,laptop,HP,2018.0,phone,Xiaomi,2020.0,Unknown,Yustad,Unknown
304,John Collier ,18,Unknown,0.0,+4577431966,Mathewsland,Unknown,2019-07-01 14:27:24,Python,98.0,pending,0.0,excellent,223.0,2015-06-08 17:05:00,UZ 100024 Tashkent West Jessicafurt,"['lose', 'reach']",4.0,4.0,4.0,"['table', 'someone']",1.0,856.0,1449.0,laptop,Dell,2017.0,phone,Xiaomi,2019.0,100024,Unknown,Unknown
305,Kenneth Mcdonald,18,Male,0.0,+1527864631,Aliciaton,Unknown,1983-01-27 00:00:00,Unknown,0.0,pending,0.0,excellent,146.0,2003-03-06 00:00:00,"BROKEN,ADDRESS,DATA,,,","['modern', 'exactly']",4.0,5.0,3.0,"['put', 'central']",0.0,1331.0,223.0,laptop,HP,2020.0,phone,Samsung,2024.0,Unknown,Unknown,Unknown
306,Kayla Martinez ,18,Female,0.0,Unknown,Nelsonshire,singhmicheal@gmail.com,,Unknown,0.0,active,0.0,None,24300.0,1997-11-20 20:49:58,"Christopherhaven 7-kv, dom 45, Tashkent","['cost', 'computer']",5.0,2.0,5.0,"['safe', 'manager']",5.0,363.0,462.0,laptop,Lenovo,2015.0,phone,Samsung,2019.0,Unknown,Tashkent,Unknown
307,Ruth Edwards,21,Male,65.0,+0017391056737,Johnmouth,Unknown,2003-04-17 14:53:03,Unknown,0.0,pending,4.47,  excellent  ,13300.0,1980-08-28 01:19:06,"Apartment 44, Jonesmouth district, Tashkent, UZ, 100100",,,,,,,,,,,,,,,100100,Tashkent, Jonesmouth district
308,Kyle Brown,0,Female,0.0,+17238925634,West Jennifer,Unknown,,Unknown,0.0,pending,0.0,excellent,56.0,1985-05-22 00:00:00,"1120 Brittany Cliffs Suite 826, New Jordan","['conference', 'citizen']",3.0,5.0,1.0,"['outside', 'ball']",5.0,951.0,988.0,laptop,Dell,2023.0,phone,Apple,2021.0,Unknown,New Jordan,Unknown
